Ingredient,Substitute,Context,Equivalent
wheat flour,1 cup soy flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: This is high in protein, but has a very strong flavor.  Replace up to 1/8 of the wheat flour in a bread recipe with this, increase the liquid in recipe, and reduce oven temperature by 25 degrees.  Also consider increasing the yeast so that the bread rises more.",1 cup wheat flour
wheat flour,1 cup soya flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: Replace up to 1/5 of the wheat flour in a bread recipe with this.",1 cup wheat flour
wheat flour,1 cup quinoa flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: This is higher in fat, so it tends to make bread moister.  Replace up to 1/4 of the wheat flour in a bread recipe with this.",1 cup wheat flour
wheat flour,1 cup amaranth flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: This is higher in fat than wheat flour.  Replace up to a fourth of the wheat flour in a bread recipe with this.",1 cup wheat flour
wheat flour,1 cup spelt flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: This tends to make bread heavier.  Try increasing the yeast so that the bread rises more.  Spelt flour is tolerated by most people with wheat allergies.",1 cup wheat flour
wheat flour,1 cup kamut flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For yeast breads: This is tolerated by most people with wheat allergies.",1 cup wheat flour
wheat flour,1 cup water chestnut flour,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For coating fish and meat before frying:",1 cup wheat flour
wheat flour,1 cup corn starch,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For coating fish and meat before frying:",1 cup wheat flour
wheat flour,1 cup tapioca starch,"The category is: Wheat Flours. Includes: (from hardest to softest flours) durum wheat flour and semolina flour (typically used for making pastas), whole wheat flour and graham flour (typically mixed with all-purpose or bread flour to make bread or baked goods), bread flour (typically used for making yeast breads), all-purpose flour (can be used for breads and baked goods), pastry flour (typically used for pastries), and cake flour (typically used for cakes). Substitutions: See the all-purpose flour listing. For coating fish and meat before frying:",1 cup wheat flour
yogurt,1 cup milk 3.5% + 1 tablespoon yogurt Active,"The category is: Cultured Milk Products. This is milk that's cultured with bacteria to make it thick and tangy. Ready-made yogurts are made from whole milk (with up to 4% butterfat), lowfat milk (with up to 2% butterfat), and skim milk (with up to .5% butterfat). Health buffs prefer brands that contain active cultures, which help keep their intestines populated with friendly bacteria. Many brands are heat-treated to destroy these cultures and increase shelf life. Yogurt often comes with added flavorings and thickeners.  Flavored yogurts are made with artificial sweeteners to reduce calories. Lactaid makes a lactose-reduced yogurt, but many people with lactose intolerance can tolerate ordinary yogurt, especially brands that contains active yogurt cultures. Larger markets also carry yogurt made from soy milk and goat's milk, but these don't work well in delicate desserts. Organic yogurts also are available. Add a tablespoon of plain yogurt (with active cultures) to milk and keep it at roughly 110° for several hours, then refrigerate.",1 cup yogurt
